Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Germany,DEU,"""Population, total""",SP.POP.TOTL,81686611,82348669,82657002,82905782,..
Ghana,GHA,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,23.4,..,..,..
Ghana,GHA,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,4.7,..,..,..
Ghana,GHA,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,62.772,63.124,63.463,63.78,..
Ghana,GHA,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,54.7,52.3,50,47.9,..
Ghana,GHA,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,89,89,95,92,..
Ghana,GHA,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,1766.005701,1931.38947,2025.885857,2202.312164,..
Ghana,GHA,"""International tourism, number of arrivals""",ST.INT.ARVL,897000,..,..,..,..
Ghana,GHA,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Ghana,GHA,"""Population density (people per sq. km of land area)""",EN.POP.DNST,122.3925683,125.1733585,127.9839633,130.8214292,..
Ghana,GHA,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,4905658,5096273,5295610,5504107,..
Ghana,GHA,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,5206636,5300633,5390475,5477366,..
Ghana,GHA,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,5429454,5528973,5623276,5713895,..
Ghana,GHA,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,8084501,8285863,8495756,8711508,..
Ghana,GHA,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,8292082,8503273,8723814,8950815,..
Ghana,GHA,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,383301,395984,407713,419525,..
Ghana,GHA,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,453231,467220,480437,493999,..
Ghana,GHA,"""Population, female""",SP.POP.TOTL.FE.IN,13744368,14053716,14366668,14682873,..
Ghana,GHA,"""Population, male""",SP.POP.TOTL.MA.IN,14104837,14428230,14754803,15084235,..
Ghana,GHA,"""Population, total""",SP.POP.TOTL,27849205,28481946,29121471,29767108,..
Gibraltar,GIB,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Gibraltar,GIB,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
Gibraltar,GIB,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,..,..,..,..,..
Gibraltar,GIB,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,..,..,..,..,..
Gibraltar,GIB,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,..,..,..,..,..
Gibraltar,GIB,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,..,..,..,..,..
Gibraltar,GIB,"""International tourism, number of arrivals""",ST.INT.ARVL,..,..,..,..,..
Gibraltar,GIB,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Gibraltar,GIB,"""Population density (people per sq. km of land area)""",EN.POP.DNST,3373.6,3373.7,3372.8,3371.8,..
Gibraltar,GIB,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Gibraltar,GIB,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,..,..,..,..,..
Gibraltar,GIB,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,..,..,..,..,..
Gibraltar,GIB,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,..,..,..,..,..
Gibraltar,GIB,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,..,..,..,..,..
Gibraltar,GIB,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,..,..,..,..,..
Gibraltar,GIB,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,..,..,..,..,..
Gibraltar,GIB,"""Population, female""",SP.POP.TOTL.FE.IN,..,..,..,..,..
Gibraltar,GIB,"""Population, male""",SP.POP.TOTL.MA.IN,..,..,..,..,..
Gibraltar,GIB,"""Population, total""",SP.POP.TOTL,33736,33737,33728,33718,..
Greece,GRC,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Greece,GRC,"""Income share held by lowest 20%""",SI.DST.FRST.20,5.8,6.3,6.6,..,..
Greece,GRC,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,81.03658537,81.38780488,81.28780488,81.28780488,..
Greece,GRC,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,4.6,4.7,4.6,4.5,..
Greece,GRC,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,97,97,97,97,..
Greece,GRC,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,18167.77372,18116.45962,18883.46007,20324.25356,..
Greece,GRC,"""International tourism, number of arrivals""",ST.INT.ARVL,23599000,24799000,27194000,30123000,..
Greece,GRC,"""International tourism, number of departures""",ST.INT.DPRT,6291000,7235000,7685000,7961000,..
Greece,GRC,"""Population density (people per sq. km of land area)""",EN.POP.DNST,83.94788984,83.5994647,83.43428239,83.22473235,..
Greece,GRC,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,3161155,3159302,3157451,3155600,..
Greece,GRC,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,765421,750931,741019,732017,..
Greece,GRC,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,810082,795991,786659,778062,..
Greece,GRC,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,3491704,3470400,3455666,3439793,..
Greece,GRC,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,3500660,3481696,3469894,3457839,..
Greece,GRC,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,1001220,1012216,1022641,1031639,..
Greece,GRC,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,1251796,1264737,1278800,1292377,..
Greece,GRC,"""Population, female""",SP.POP.TOTL.FE.IN,5508921,5486068,5475485,5464187,..
Greece,GRC,"""Population, male""",SP.POP.TOTL.MA.IN,5311962,5289903,5279194,5267539,..
Greece,GRC,"""Population, total""",SP.POP.TOTL,10820883,10775971,10754679,10731726,..
Greenland,GRL,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Greenland,GRL,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
Greenland,GRL,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,71.24634146,70.84878049,..,..,..
Greenland,GRL,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,..,..,..,..,..
Greenland,GRL,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,..,..,..,..,..
Greenland,GRL,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,44536.40131,48181.87419,..,..,..
Greenland,GRL,"""International tourism, number of arrivals""",ST.INT.ARVL,..,..,..,..,..
Greenland,GRL,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Greenland,GRL,"""Population density (people per sq. km of land area)""",EN.POP.DNST,0.136713363,0.136888781,0.136852235,0.136496528,..
Greenland,GRL,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Greenland,GRL,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,..,..,..,..,..
Greenland,GRL,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,..,..,..,..,..
Greenland,GRL,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,..,..,..,..,..
Greenland,GRL,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,..,..,..,..,..
Greenland,GRL,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,..,..,..,..,..
Greenland,GRL,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,..,..,..,..,..
Greenland,GRL,"""Population, female""",SP.POP.TOTL.FE.IN,..,..,..,..,..
Greenland,GRL,"""Population, male""",SP.POP.TOTL.MA.IN,..,..,..,..,..
Greenland,GRL,"""Population, total""",SP.POP.TOTL,56114,56186,56171,56025,..
Grenada,GRD,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Grenada,GRD,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
Grenada,GRD,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,72.445,72.408,72.388,72.384,..
Grenada,GRD,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,15,15.2,15.3,15.2,..
Grenada,GRD,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,99,95,85,84,..
Grenada,GRD,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,9096.870646,9628.347487,10163.62985,10640.49676,..
Grenada,GRD,"""International tourism, number of arrivals""",ST.INT.ARVL,155000,156000,168000,185000,..
Grenada,GRD,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Grenada,GRD,"""Population density (people per sq. km of land area)""",EN.POP.DNST,322.35,324.2970588,326.1,327.8058824,..
Grenada,GRD,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Grenada,GRD,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,12427,12500,12634,12804,..
Grenada,GRD,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,13044,13120,13272,13457,..
Grenada,GRD,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,36085,36340,36512,36627,..
Grenada,GRD,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,37539,37714,37806,37841,..
Grenada,GRD,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,4705,4763,4813,4867,..
Grenada,GRD,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,5801,5824,5837,5857,..
Grenada,GRD,"""Population, female""",SP.POP.TOTL.FE.IN,54312,54664,54983,55289,..
Grenada,GRD,"""Population, male""",SP.POP.TOTL.MA.IN,55287,55597,55891,56165,..
Grenada,GRD,"""Population, total""",SP.POP.TOTL,109599,110261,110874,111454,..
Guam,GUM,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Guam,GUM,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
Guam,GUM,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,79.144,79.391,79.631,79.859,..
Guam,GUM,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,..,..,..,..,..
Guam,GUM,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,..,..,..,..,..
Guam,GUM,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,35278.92594,35562.83791,35615.80463,35712.56214,..
Guam,GUM,"""International tourism, number of arrivals""",ST.INT.ARVL,1409000,1536000,1545000,1549000,..
Guam,GUM,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Guam,GUM,"""Population density (people per sq. km of land area)""",EN.POP.DNST,299.7277778,301.7611111,304.2240741,306.9777778,..
Guam,GUM,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Guam,GUM,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,20088,19981,19857,19734,..
Guam,GUM,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,21239,21083,20940,20821,..
Guam,GUM,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,51978,52341,52802,53321,..
Guam,GUM,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,54198,54577,55053,55563,..
Guam,GUM,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,6481,6752,7036,7338,..
Guam,GUM,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,7869,8217,8593,8991,..
Guam,GUM,"""Population, female""",SP.POP.TOTL.FE.IN,79935,80539,81252,82046,..
Guam,GUM,"""Population, male""",SP.POP.TOTL.MA.IN,81918,82412,83029,83722,..
Guam,GUM,"""Population, total""",SP.POP.TOTL,161853,162951,164281,165768,..
Guatemala,GTM,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Guatemala,GTM,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
Guatemala,GTM,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,73.25,73.541,73.81,74.063,..
Guatemala,GTM,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,29,28,27.1,26.2,..
Guatemala,GTM,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,77,86,86,87,..
Guatemala,GTM,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,3923.573344,4140.589826,4470.609994,4549.010081,..
Guatemala,GTM,"""International tourism, number of arrivals""",ST.INT.ARVL,1473000,1585000,1660000,1781000,..
Guatemala,GTM,"""International tourism, number of departures""",ST.INT.DPRT,939000,1053000,1067000,1227000,..
Guatemala,GTM,"""Population density (people per sq. km of land area)""",EN.POP.DNST,151.6650709,154.7504666,157.8474804,160.9537794,..
Guatemala,GTM,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,2738259,2775437,2813016,2851104,..
Guatemala,GTM,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,2881212,2893297,2900586,2905504,..
Guatemala,GTM,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,3007316,3020194,3028238,3033840,..
Guatemala,GTM,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,4973045,5109643,5249345,5390222,..
Guatemala,GTM,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,4658309,4798389,4942376,5088258,..
Guatemala,GTM,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,329377,341689,355698,370834,..
Guatemala,GTM,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,403170,419850,438694,459149,..
Guatemala,GTM,"""Population, female""",SP.POP.TOTL.FE.IN,8257427,8422789,8588624,8754875,..
Guatemala,GTM,"""Population, male""",SP.POP.TOTL.MA.IN,7995002,8160271,8326312,8492932,..
Guatemala,GTM,"""Population, total""",SP.POP.TOTL,16252429,16583060,16914936,17247807,..
Guinea,GIN,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Guinea,GIN,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
Guinea,GIN,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,59.598,60.17,60.706,61.185,..
Guinea,GIN,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,107.2,105.3,103.2,100.8,..
Guinea,GIN,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,48,48,48,48,..
Guinea,GIN,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,769.2560137,732.9621726,855.5736399,878.5996133,..
Guinea,GIN,"""International tourism, number of arrivals""",ST.INT.ARVL,35000,63000,99000,..,..
Guinea,GIN,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Guinea,GIN,"""Population density (people per sq. km of land area)""",EN.POP.DNST,46.52485756,47.77161403,49.11093521,50.52221227,..
Guinea,GIN,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,1713858,1755905,1798985,1843121,..
Guinea,GIN,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,2556543,2603291,2652674,2703933,..
Guinea,GIN,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,2591752,2637156,2686900,2739687,..
Guinea,GIN,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,3198738,3294649,3396906,3504533,..
Guinea,GIN,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,2755840,2864086,2980245,3102892,..
Guinea,GIN,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,127372,130568,134372,138502,..
Guinea,GIN,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,201843,208691,216442,224770,..
Guinea,GIN,"""Population, female""",SP.POP.TOTL.FE.IN,5957124,6106631,6266022,6433237,..
Guinea,GIN,"""Population, male""",SP.POP.TOTL.MA.IN,5474964,5631810,5801517,5981081,..
Guinea,GIN,"""Population, total""",SP.POP.TOTL,11432088,11738441,12067539,12414318,..
Guinea-Bissau,GNB,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Guinea-Bissau,GNB,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
Guinea-Bissau,GNB,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,56.959,57.328,57.673,58.003,..
Guinea-Bissau,GNB,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,91.2,87.7,84.5,81.5,..
Guinea-Bissau,GNB,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,85,86,86,86,..
Guinea-Bissau,GNB,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,603.1585129,661.0076549,736.7255662,777.9699218,..
Guinea-Bissau,GNB,"""International tourism, number of arrivals""",ST.INT.ARVL,43800,45200,..,..,..
Guinea-Bissau,GNB,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Guinea-Bissau,GNB,"""Population density (people per sq. km of land area)""",EN.POP.DNST,61.77816501,63.38680654,65.01230441,66.65394737,..
Guinea-Bissau,GNB,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Guinea-Bissau,GNB,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,368824,377551,386056,394304,..
Guinea-Bissau,GNB,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,372571,381739,390648,399262,..
Guinea-Bissau,GNB,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,493899,506325,519040,532187,..
Guinea-Bissau,GNB,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,455503,468377,481730,495629,..
Guinea-Bissau,GNB,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,17818,18617,19487,20356,..
Guinea-Bissau,GNB,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,28587,29828,31185,32571,..
Guinea-Bissau,GNB,"""Population, female""",SP.POP.TOTL.FE.IN,891310,913704,936281,959062,..
Guinea-Bissau,GNB,"""Population, male""",SP.POP.TOTL.MA.IN,845892,868733,891865,915247,..
Guinea-Bissau,GNB,"""Population, total""",SP.POP.TOTL,1737202,1782437,1828146,1874309,..
Guyana,GUY,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Guyana,GUY,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
Guyana,GUY,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,69.262,69.454,69.624,69.774,..
Guyana,GUY,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,33.1,32.1,31.2,30.1,..
Guyana,GUY,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,99,99,99,98,..
Guyana,GUY,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,4166.128516,4542.622067,4586.054572,4979.002188,..
Guyana,GUY,"""International tourism, number of arrivals""",ST.INT.ARVL,207000,235000,247000,287000,..
Guyana,GUY,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Guyana,GUY,"""Population density (people per sq. km of land area)""",EN.POP.DNST,3.898562357,3.918547117,3.938130556,3.957348235,..
Guyana,GUY,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Guyana,GUY,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,111049,109991,108793,107649,..
Guyana,GUY,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,114057,113410,112729,112147,..
Guyana,GUY,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,248965,250319,251742,253052,..
Guyana,GUY,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,249287,251580,253844,255910,..
Guyana,GUY,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,20372,21274,22107,22940,..
Guyana,GUY,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,23702,24792,26006,27306,..
Guyana,GUY,"""Population, female""",SP.POP.TOTL.FE.IN,383716,385102,386541,388007,..
Guyana,GUY,"""Population, male""",SP.POP.TOTL.MA.IN,383716,386264,388680,390997,..
Guyana,GUY,"""Population, total""",SP.POP.TOTL,767432,771366,775221,779004,..
Haiti,HTI,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Haiti,HTI,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
Haiti,HTI,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,62.485,62.896,63.29,63.66,..
Haiti,HTI,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,70.6,68.7,66.7,64.8,..
Haiti,HTI,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,69,69,69,69,..
Haiti,HTI,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,815.7282844,735.3017703,765.7272943,868.3420247,..
